project_id,project_name,ministry,sector,original_cost_cr,revised_cost_cr,expenditure_cr,physical_progress_pct,status,cost_overrun_pct,revised_cost_missing,possible_outlier,date_is_synthetic,cost_is_estimated,primary_delay_cause
100475,Roads & Highways Project 100475,Ministry of Road Transport & Highways,Roads & Highways,1504.02,1356.92,367.39,31.3,Delayed,-9.78,False,False,True,True,land acquisition delays
100476,Roads & Highways Project 100476,Ministry of Road Transport & Highways,Roads & Highways,665.26,697.64,181.04,43.9,Delayed,4.87,False,False,True,True,contractual disputes and arbitration
100477,Roads & Highways Project 100477,Ministry of Road Transport & Highways,Roads & Highways,1237.34,1133.99,332.53,36.7,Delayed,-8.35,False,False,True,True,land acquisition delays
100478,Roads & Highways Project 100478,Ministry of Road Transport & Highways,Roads & Highways,1883.17,1935.93,1391.12,99.3,Completed,2.8,False,False,True,True,
100479,Roads & Highways Project 100479,Ministry of Road Transport & Highways,Roads & Highways,1163.41,1205.86,118.14,14.5,Critical,3.65,False,False,True,True,scope changes and structural revisions
100480,Roads & Highways Project 100480,Ministry of Road Transport & Highways,Roads & Highways,811.65,754.78,597.03,99.4,Completed,-7.01,False,False,True,True,
100481,Roads & Highways Project 100481,Ministry of Road Transport & Highways,Roads & Highways,1242.3,1124.37,604.35,66.3,On Track,-9.49,False,False,True,True,
100482,Roads & Highways Project 100482,Ministry of Road Transport & Highways,Roads & Highways,801.92,643.12,453.98,81.2,On Track,-19.8,False,False,True,True,
100483,Roads & Highways Project 100483,Ministry of Road Transport & Highways,Roads & Highways,909.27,910.43,352.42,49.0,Delayed,0.13,False,False,True,True,forest/environment clearance delays
100484,Roads & Highways Project 100484,Ministry of Road Transport & Highways,Roads & Highways,612.99,614.82,464.79,99.2,Completed,0.3,False,False,True,True,
100485,Roads & Highways Project 100485,Ministry of Road Transport & Highways,Roads & Highways,1214.85,1246.13,314.58,32.9,Delayed,2.57,False,False,True,True,forest/environment clearance delays
100486,Roads & Highways Project 100486,Ministry of Road Transport & Highways,Roads & Highways,688.88,680.06,408.83,80.1,On Track,-1.28,False,False,True,True,
100487,Roads & Highways Project 100487,Ministry of Road Transport & Highways,Roads & Highways,481.71,455.3,349.1,93.8,On Track,-5.48,False,False,True,True,
100488,Roads & Highways Project 100488,Ministry of Road Transport & Highways,Roads & Highways,2455.1,2451.4,1501.52,84.4,On Track,-0.15,False,False,True,True,
100489,Roads & Highways Project 100489,Ministry of Road Transport & Highways,Roads & Highways,345.39,343.4,67.73,25.5,Delayed,-0.58,False,False,True,True,financing tie-up delays
100490,Roads & Highways Project 100490,Ministry of Road Transport & Highways,Roads & Highways,431.5,419.89,242.33,77.1,On Track,-2.69,False,False,True,True,
100491,Roads & Highways Project 100491,Ministry of Road Transport & Highways,Roads & Highways,816.33,793.21,488.0,75.9,On Track,-2.83,False,False,True,True,
100492,Roads & Highways Project 100492,Ministry of Road Transport & Highways,Roads & Highways,472.82,529.34,188.98,46.7,Delayed,11.95,False,False,True,True,contractual disputes and arbitration
100493,Roads & Highways Project 100493,Ministry of Road Transport & Highways,Roads & Highways,1067.51,1051.54,583.65,61.9,On Track,-1.5,False,False,True,True,
100494,Roads & Highways Project 100494,Ministry of Road Transport & Highways,Roads & Highways,793.01,746.26,401.65,73.0,On Track,-5.9,False,False,True,True,
100495,Roads & Highways Project 100495,Ministry of Road Transport & Highways,Roads & Highways,1525.23,1514.66,1175.17,100.0,Completed,-0.69,False,False,True,True,
100496,Roads & Highways Project 100496,Ministry of Road Transport & Highways,Roads & Highways,1243.39,1179.52,418.53,50.6,Delayed,-5.14,False,False,True,True,forest/environment clearance delays
100497,Roads & Highways Project 100497,Ministry of Road Transport & Highways,Roads & Highways,979.89,925.59,147.21,18.8,Critical,-5.54,False,False,True,True,land acquisition delays
100498,Roads & Highways Project 100498,Ministry of Road Transport & Highways,Roads & Highways,124.66,115.3,30.28,31.9,Delayed,-7.51,False,False,True,True,contractual disputes and arbitration
100499,Roads & Highways Project 100499,Ministry of Road Transport & Highways,Roads & Highways,671.03,644.1,91.71,13.5,Critical,-4.01,False,False,True,True,contractual disputes and arbitration
100500,Roads & Highways Project 100500,Ministry of Road Transport & Highways,Roads & Highways,622.86,604.22,409.8,97.9,On Track,-2.99,False,False,True,True,
100501,Roads & Highways Project 100501,Ministry of Road Transport & Highways,Roads & Highways,1304.28,1292.08,343.26,40.2,Delayed,-0.94,False,False,True,True,contractual disputes and arbitration
100502,Roads & Highways Project 100502,Ministry of Road Transport & Highways,Roads & Highways,834.39,950.09,460.72,71.5,Delayed,13.87,False,False,True,True,contractual disputes and arbitration
100503,Roads & Highways Project 100503,Ministry of Road Transport & Highways,Roads & Highways,845.78,698.59,291.31,54.2,Delayed,-17.4,False,False,True,True,tendering and ordering delays
100504,Roads & Highways Project 100504,Ministry of Road Transport & Highways,Roads & Highways,592.18,619.48,480.74,88.2,On Track,4.61,False,False,True,True,
100505,Roads & Highways Project 100505,Ministry of Road Transport & Highways,Roads & Highways,1082.23,950.7,396.54,48.7,Delayed,-12.15,False,False,True,True,tendering and ordering delays
100506,Roads & Highways Project 100506,Ministry of Road Transport & Highways,Roads & Highways,563.01,550.55,263.44,65.3,On Track,-2.21,False,False,True,True,
100507,Roads & Highways Project 100507,Ministry of Road Transport & Highways,Roads & Highways,513.25,499.24,239.05,50.5,Delayed,-2.73,False,False,True,True,contractual disputes and arbitration
100508,Roads & Highways Project 100508,Ministry of Road Transport & Highways,Roads & Highways,1083.17,972.91,405.31,56.4,On Track,-10.18,False,False,True,True,
100509,Roads & Highways Project 100509,Ministry of Road Transport & Highways,Roads & Highways,633.11,664.33,259.29,54.7,Delayed,4.93,False,False,True,True,land acquisition delays
100510,Roads & Highways Project 100510,Ministry of Road Transport & Highways,Roads & Highways,383.2,400.28,316.62,99.9,Completed,4.46,False,False,True,True,
100511,Roads & Highways Project 100511,Ministry of Road Transport & Highways,Roads & Highways,1118.95,1045.73,242.07,22.6,Critical,-6.54,False,False,True,True,land acquisition delays
100512,Roads & Highways Project 100512,Ministry of Road Transport & Highways,Roads & Highways,488.73,462.54,64.18,17.4,Critical,-5.36,False,False,True,True,land acquisition delays
100513,Roads & Highways Project 100513,Ministry of Road Transport & Highways,Roads & Highways,598.29,566.07,272.79,64.8,On Track,-5.39,True,False,True,True,
100514,Roads & Highways Project 100514,Ministry of Road Transport & Highways,Roads & Highways,1365.51,1378.17,1040.42,99.4,Completed,0.93,False,False,True,True,
100515,Roads & Highways Project 100515,Ministry of Road Transport & Highways,Roads & Highways,860.22,917.72,616.04,91.7,On Track,6.68,False,False,True,True,
100516,Roads & Highways Project 100516,Ministry of Road Transport & Highways,Roads & Highways,700.34,708.27,375.61,60.9,On Track,1.13,False,False,True,True,
100517,Roads & Highways Project 100517,Ministry of Road Transport & Highways,Roads & Highways,1237.12,1170.51,481.16,45.8,Delayed,-5.38,True,False,True,True,tendering and ordering delays
100518,Roads & Highways Project 100518,Ministry of Road Transport & Highways,Roads & Highways,241.37,234.98,88.24,56.9,On Track,-2.65,False,False,True,True,
100519,Roads & Highways Project 100519,Ministry of Road Transport & Highways,Roads & Highways,1540.58,1608.87,859.82,65.7,On Track,4.43,False,False,True,True,
100520,Roads & Highways Project 100520,Ministry of Road Transport & Highways,Roads & Highways,577.93,542.39,170.66,42.2,Delayed,-6.15,False,False,True,True,tendering and ordering delays
100521,Roads & Highways Project 100521,Ministry of Road Transport & Highways,Roads & Highways,668.78,724.75,264.71,47.6,Delayed,8.37,False,False,True,True,law-and-order and local right-of-way issues
100522,Roads & Highways Project 100522,Ministry of Road Transport & Highways,Roads & Highways,1541.12,1685.46,395.37,28.7,Delayed,9.37,False,False,True,True,geological surprises
100523,Roads & Highways Project 100523,Ministry of Road Transport & Highways,Roads & Highways,486.88,478.88,132.65,29.8,Delayed,-1.64,False,False,True,True,law-and-order and local right-of-way issues
100524,Roads & Highways Project 100524,Ministry of Road Transport & Highways,Roads & Highways,555.63,522.98,413.68,97.3,On Track,-5.88,False,False,True,True,
100525,Roads & Highways Project 100525,Ministry of Road Transport & Highways,Roads & Highways,291.5,291.57,97.69,46.6,Delayed,0.02,False,False,True,True,land acquisition delays
100526,Roads & Highways Project 100526,Ministry of Road Transport & Highways,Roads & Highways,981.35,1018.25,616.87,82.3,On Track,3.76,False,False,True,True,
100527,Roads & Highways Project 100527,Ministry of Road Transport & Highways,Roads & Highways,981.19,971.13,238.71,39.3,Delayed,-1.03,False,False,True,True,forest/environment clearance delays
100528,Roads & Highways Project 100528,Ministry of Road Transport & Highways,Roads & Highways,2205.32,2086.58,1169.81,65.7,On Track,-5.38,True,False,True,True,
100529,Roads & Highways Project 100529,Ministry of Road Transport & Highways,Roads & Highways,572.41,525.01,395.14,89.5,On Track,-8.28,False,False,True,True,
100530,Roads & Highways Project 100530,Ministry of Road Transport & Highways,Roads & Highways,717.65,742.05,322.99,67.0,On Track,3.4,False,False,True,True,
100531,Roads & Highways Project 100531,Ministry of Road Transport & Highways,Roads & Highways,186.36,196.48,155.41,99.1,Completed,5.43,False,False,True,True,
100532,Roads & Highways Project 100532,Ministry of Road Transport & Highways,Roads & Highways,461.87,451.8,193.36,50.4,Delayed,-2.18,False,False,True,True,scope changes and structural revisions
100533,Roads & Highways Project 100533,Ministry of Road Transport & Highways,Roads & Highways,644.45,618.46,116.38,24.6,Critical,-4.03,False,False,True,True,law-and-order and local right-of-way issues
100534,Roads & Highways Project 100534,Ministry of Road Transport & Highways,Roads & Highways,620.16,649.16,224.64,48.5,Delayed,4.68,False,False,True,True,land acquisition delays
100535,Roads & Highways Project 100535,Ministry of Road Transport & Highways,Roads & Highways,643.37,654.14,375.6,71.2,On Track,1.67,False,False,True,True,
100536,Roads & Highways Project 100536,Ministry of Road Transport & Highways,Roads & Highways,310.79,294.06,232.6,98.1,On Track,-5.38,True,False,True,True,
100537,Roads & Highways Project 100537,Ministry of Road Transport & Highways,Roads & Highways,1462.32,1383.58,513.3,49.0,Delayed,-5.38,True,False,True,True,contractual disputes and arbitration
100538,Roads & Highways Project 100538,Ministry of Road Transport & Highways,Roads & Highways,747.79,763.93,414.18,68.9,On Track,2.16,False,False,True,True,
100539,Roads & Highways Project 100539,Ministry of Road Transport & Highways,Roads & Highways,294.58,282.15,204.5,99.1,Completed,-4.22,False,False,True,True,
100540,Roads & Highways Project 100540,Ministry of Road Transport & Highways,Roads & Highways,748.45,731.36,239.1,39.3,Delayed,-2.28,False,False,True,True,tendering and ordering delays
100541,Roads & Highways Project 100541,Ministry of Road Transport & Highways,Roads & Highways,115.01,109.13,4.23,9.9,Critical,-5.11,False,False,True,True,scope changes and structural revisions
100542,Roads & Highways Project 100542,Ministry of Road Transport & Highways,Roads & Highways,703.51,688.79,345.46,77.4,On Track,-2.09,False,False,True,True,
100543,Roads & Highways Project 100543,Ministry of Road Transport & Highways,Roads & Highways,717.41,640.22,390.97,72.6,On Track,-10.76,False,False,True,True,
100544,Roads & Highways Project 100544,Ministry of Road Transport & Highways,Roads & Highways,3168.17,3224.16,2239.15,100.0,Completed,1.77,False,False,True,True,
100545,Roads & Highways Project 100545,Ministry of Road Transport & Highways,Roads & Highways,481.73,455.79,184.21,48.4,Delayed,-5.38,True,False,True,True,land acquisition delays
100546,Roads & Highways Project 100546,Ministry of Road Transport & Highways,Roads & Highways,1211.41,1190.44,534.3,52.3,Delayed,-1.73,False,False,True,True,contractual disputes and arbitration
100547,Roads & Highways Project 100547,Ministry of Road Transport & Highways,Roads & Highways,346.75,326.77,193.78,77.9,On Track,-5.76,False,False,True,True,
100548,Roads & Highways Project 100548,Ministry of Road Transport & Highways,Roads & Highways,285.71,262.75,48.75,20.7,Critical,-8.04,False,False,True,True,forest/environment clearance delays
100549,Roads & Highways Project 100549,Ministry of Road Transport & Highways,Roads & Highways,446.52,466.32,362.61,94.2,On Track,4.43,False,False,True,True,
100550,Roads & Highways Project 100550,Ministry of Road Transport & Highways,Roads & Highways,955.19,935.33,432.7,47.4,Delayed,-2.08,False,False,True,True,scope changes and structural revisions
100551,Roads & Highways Project 100551,Ministry of Road Transport & Highways,Roads & Highways,635.94,589.09,156.53,29.3,Delayed,-7.37,False,False,True,True,forest/environment clearance delays
100552,Roads & Highways Project 100552,Ministry of Road Transport & Highways,Roads & Highways,813.71,944.26,529.56,63.4,Delayed,16.04,False,False,True,True,land acquisition delays
100553,Roads & Highways Project 100553,Ministry of Road Transport & Highways,Roads & Highways,328.35,329.69,60.79,20.6,Critical,0.41,False,False,True,True,financing tie-up delays
100554,Roads & Highways Project 100554,Ministry of Road Transport & Highways,Roads & Highways,693.68,617.99,270.72,52.9,Delayed,-10.91,False,False,True,True,contractual disputes and arbitration
100555,Roads & Highways Project 100555,Ministry of Road Transport & Highways,Roads & Highways,223.73,220.02,147.5,81.0,On Track,-1.66,False,False,True,True,
100556,Roads & Highways Project 100556,Ministry of Road Transport & Highways,Roads & Highways,901.65,899.81,148.02,19.2,Critical,-0.2,False,False,True,True,forest/environment clearance delays
100557,Roads & Highways Project 100557,Ministry of Road Transport & Highways,Roads & Highways,793.79,840.95,355.07,48.5,Delayed,5.94,False,False,True,True,financing tie-up delays
100558,Roads & Highways Project 100558,Ministry of Road Transport & Highways,Roads & Highways,1984.54,2141.0,690.01,38.6,Delayed,7.88,False,False,True,True,land acquisition delays
